y,chord,t_over_c,sweep_deg,dFn_dy_[N_per_m],Fn_elem_[N],x_over_c_ac,x_ac
9.505445594770002,16.681743622,0.019996801426445037,70.93312064300157,268989.5081668872,102710.34628078087,0.25,4.1704359055
9.86414165495,15.702953339000004,0.020370397204044058,69.80739981534019,239631.98589652343,91500.53628155954,0.25,3.925738334750001
10.222837715130002,14.625907898000001,0.0199962396339165,71.55236493859829,243466.79736345963,92964.81203110349,0.25,3.6564769745000003
10.58153377531,13.684616087999999,0.02037655154324122,69.06876047387166,201775.73556788187,77045.59115509626,0.25,3.4211540219999996
10.940229835490001,13.083690642999997,0.02025645680213291,59.151391585232204,134403.86356086735,51320.46770852781,0.25,3.2709226607499993
11.29892589567,12.912025450999998,0.020393863908671754,25.52728651612537,75372.01391950726,28779.87956596966,0.25,3.2280063627499995
11.65762195585,12.654533386000004,0.020541379913824338,35.61535280355614,81995.569881847,31309.003215208675,0.25,3.163633346500001
12.016318016029999,12.482868194999995,0.020282468405331114,25.527286386056428,72866.87266063585,27823.322085588992,0.25,3.1207170487499987
12.37501407621,12.225372314000005,0.020570355553590377,35.61535280355614,79214.80305336203,30247.201489832092,0.25,3.056343078500001
12.733710136390002,12.053710937000005,0.02030263414205516,25.527286516125145,70361.73154808319,26866.764661078338,0.25,3.0134277342500013
13.09240619657,11.882045745999996,0.020452619348045393,25.527286386056428,69359.66164157931,26484.136551171883,0.25,2.970511436499999
13.451102256750001,11.710380553999997,0.02046342095331363,25.527286516125145,68357.5918796269,26101.508496460632,0.25,2.927595138499999
13.80979831693,11.452884674000003,0.020333414269652843,35.61535280355641,74209.43759764677,28335.964048930076,0.25,2.863221168500001
14.168494377110001,11.281223296999997,0.020491848653990886,25.527286516126072,65852.45069391542,25144.951044015186,0.25,2.820305824249999
14.527190437290002,11.023723601999997,0.020357454541248217,35.615755424709,71429.03032558199,27274.29961576491,0.25,2.7559309004999992
14.885886497469997,10.932918547999996,0.029797154498200706,25.52728651612559,63819.273909259304,24368.60741252859,0.25,2.733229636999999
15.244582557649998,10.421062470000003,0.033840655225435945,60.477896314603505,111399.29949548251,42536.456922024765,0.25,2.6052656175000006
15.60327861783,9.761482239000003,0.034634787787580376,66.4164736345456,128519.25250870068,49073.50111486885,0.25,2.4403705597500007
15.961974678010002,8.787494659000004,0.03626311528640667,71.87100700507516,148761.4011938826,56802.717451560246,0.25,2.196873664750001
16.320670738190003,8.127918244,0.03741342095984794,66.41637606555653,107011.40224581196,40860.99214635576,0.25,2.031979561
16.679366798369998,7.427818297999998,0.0389784070886544,66.4164736345462,97794.33410383646,37341.56766393874,0.25,1.8569545744999996
17.03806285855,6.4538307189999955,0.04185104816815698,71.87100700507516,109255.36095128812,41717.82027043351,0.25,1.6134576797499989
17.39675891873,5.794254303000002,0.04410073849842897,66.41637609112495,76286.603771441,29129.10448941434,0.25,1.4485635757500006
17.755454978910002,4.820262909,0.049989432499645416,71.87100698960998,81601.08104761998,31158.37248970759,0.25,1.20506572725
